,CID,SID,target,Efficacy
3452,135493040,26662944,1,113.208
3455,135492766,22400904,1,155.828
3461,135492609,17403342,1,145.617
3469,135492174,47201548,1,162.593
3498,135490855,49646187,1,178.315
3499,135490787,863852,1,95.6926
3501,135490403,22404293,1,206.78
3519,135490314,17388415,1,141.401
3531,135490302,17387553,1,142.915
3535,135490298,17387121,1,135.729
3542,135490291,17386573,1,153.21
3556,135490277,17386167,1,164.52
3589,135490165,49646941,1,95.5995
3595,135489778,49714892,1,159.328
3596,135489777,49817206,1,163.032
3599,135489690,26658249,1,87.8479
3603,135489080,14745234,1,139.313
3617,135488596,26670744,1,108.647
3620,135488487,17505612,1,125.803
3621,135488486,17514395,1,136.519
3651,135485475,4258549,1,128.022
3653,135485473,4257570,1,147.095
3656,135485470,4256202,1,111.657
3672,135485429,4252070,1,133.659
3676,135485425,4251379,1,98.2527
3698,135485206,49725408,1,99.9555
3709,135485079,26659960,1,88.7942
3718,135485046,47203784,1,210.015
3719,135485045,47203949,1,85.2163
3739,135484644,50106606,1,117.461
3741,135484398,17512848,1,119.916
3760,135483299,49672422,1,83.3722
3780,135481566,47201101,1,128.315
3798,135480969,26731419,1,122.281
3805,135479870,17388627,1,118.536
3830,135479086,26658033,1,96.9094
3839,135478834,14741951,1,125.852
3840,135478832,49680923,1,110.694
3856,135478132,17412113,1,119.122
3858,135478107,24779124,1,130.065
3868,135478018,26726003,1,108.383
3870,135477996,17507688,1,142.61
3909,135476890,14738690,1,93.028
3910,135476889,14738689,1,153.816
3918,135476881,14738257,1,129.771
3939,135476859,14734543,1,159.2
3942,135476856,14734411,1,127.535
3948,135476849,14733454,1,168.589
3949,135476848,14733246,1,122.739
3961,135476836,14732702,1,143.518
4000,135476676,14743694,1,136.188
4001,135476672,22409633,1,144.813
4022,135475001,24835740,1,102.647
4028,135474181,49680740,1,147.53
4029,135474180,24841158,1,137.887
4037,135474000,26671243,1,112.245
4043,135473971,17505760,1,126.682
4044,135473953,17513861,1,107.361
4049,135473825,49680548,1,133.653
4060,135473484,14729996,1,142.755
4069,135473475,14728998,1,152.276
4070,135473474,14728853,1,200.579
4071,135473473,14728852,1,168.428
4072,135473472,14728851,1,169.544
4073,135473471,14728850,1,162.701
4074,135473470,14728842,1,153.893
4075,135473469,14728838,1,155.437
4076,135473468,14728835,1,182.708
4077,135473467,14728834,1,139.635
4078,135473466,14728833,1,162.044
4080,135473464,14728828,1,203.416
4081,135473463,14728815,1,138.869
4082,135473462,14728812,1,168.788
4085,135473459,14728803,1,134.194
4087,135473457,14728766,1,162.811
4089,135473455,14728745,1,152.3
4090,135473454,14728744,1,140.347
4091,135473453,14728632,1,166.483
4094,135473450,14728300,1,177.297
4096,135473448,14727982,1,139.628
4104,135473440,14727839,1,158.643
4109,135473435,14727492,1,91.4662
4111,135473433,14727479,1,143.767
4136,135473406,14722954,1,115.116
4150,135473391,14721390,1,127.469
4166,135473192,17511950,1,123.439
4171,135473041,22401479,1,124.258
4172,135473038,26731572,1,119.435
4188,135472894,24819861,1,104.379
4193,135472889,24819609,1,139.146
4205,135472877,24819034,1,150.516
4226,135472851,24817240,1,120.853
4229,135472848,24817172,1,147.492
4230,135472847,24817143,1,128.825
4239,135472837,24816528,1,113.733
4240,135472836,24816509,1,102.599
4261,135472814,24815262,1,121.231
4262,135472813,24815261,1,84.1826
4267,135472807,24815040,1,163.824
4276,135472798,24814899,1,146.529
4280,135472791,24814878,1,90.0177
4293,135472776,24814478,1,142.987
4294,135472775,24814393,1,124.813
4301,135472768,24813986,1,100.677
4314,135472754,24813177,1,119.662
4315,135472753,24813175,1,75.2953
4316,135472752,24813146,1,126.581
4320,135472748,24812912,1,141.758
4324,135472744,24812859,1,120.132
4331,135472736,24811726,1,138.428
4334,135472733,24811649,1,97.9783
4347,135472719,24811170,1,130.356
4364,135472701,24810462,1,165.893
4369,135472587,17505849,1,109.442
4374,135472537,49667948,1,103.292
4376,135472532,17504086,1,101.461
4395,135471899,14733018,1,100.827
4415,135470939,49643333,1,170.487
4426,135470845,24812857,1,95.3954
4427,135470844,14736897,1,82.4491
4429,135470822,49667547,1,146.158
4430,135470813,26658843,1,139.608
4431,135470812,14746038,1,127.231
4432,135470805,26667050,1,121.597
4433,135470802,49667189,1,144.461
4434,135470800,24814764,1,102.16
4439,135470757,26667289,1,126.534
4440,135470724,49729345,1,117.636
4449,135470333,24831272,1,128.874
4464,135469975,22401237,1,144.59
4466,135469963,26659779,1,129.901
4467,135469950,26725983,1,105.918
4471,135469926,17505678,1,170.783
4475,135469903,26726272,1,105.377
4479,135469884,17513225,1,141.716
4481,135469873,26671520,1,122.518
4486,135469806,26670785,1,145.647
4505,135468839,24836932,1,114.019
4510,135468790,22407336,1,143.203
4521,135468612,17505337,1,94.9131
4522,135468607,47202832,1,207.353
4524,135468602,49644683,1,251.843
4537,135468414,14737645,1,145.289
4538,135468410,4251576,1,104.924
4568,135467388,56320397,1,204.457
4577,135467322,24840646,1,167.864
4603,135466186,22407705,1,114.079
4604,135466185,22406079,1,139.445
4605,135466183,22408139,1,141.706
4629,135465963,26670253,1,142.577
4658,135465111,24837932,1,157.925
4659,135465104,24835932,1,125.256
4660,135465101,26670206,1,142.34
4675,135464761,22407351,1,157.891
4678,135464707,17508741,1,89.7514
4712,135463924,26661051,1,134.504
4771,135461332,24819605,1,117.582
4774,135461294,14736001,1,167.915
4792,135460620,24789852,1,112.128
4795,135460617,24789746,1,154.737
4798,135460614,24789724,1,123.605
4803,135460606,24789442,1,132.529
4816,135460593,24788238,1,125.696
4819,135460590,24788127,1,151.964
4820,135460588,24788092,1,94.272
4825,135460582,24788009,1,156.969
4827,135460576,24787665,1,120.023
4833,135460569,24787275,1,116.184
4835,135460567,24787219,1,137.92
4837,135460565,24787192,1,146.06
4841,135460561,24787023,1,122.505
4846,135460555,24786872,1,121.354
4848,135460552,24786829,1,163.187
4849,135460551,24786825,1,80.4521
4850,135460548,24786788,1,83.354
4858,135460534,24785796,1,188.621
4863,135460529,24785740,1,80.3293
4867,135460524,24785399,1,178.472
4886,135460504,24784342,1,120.981
4905,135460479,24783173,1,151.704
4924,135460458,24782282,1,163.592
4925,135460457,24782281,1,157.925
4935,135460445,24781385,1,152.349
4936,135460443,24781349,1,75.768
4941,135460437,24781181,1,162.757
4944,135460434,24781093,1,110.132
4947,135460430,24781032,1,153.202
4962,135460413,24780047,1,156.832
4965,135460400,14734401,1,142.103
4966,135460398,14738749,1,134.058
4967,135460397,17508253,1,122.653
4970,135460374,17414551,1,79.0238
4987,135459530,49644500,1,138.018
5017,135458955,14746260,1,93.8101
5021,135458875,14735166,1,174.071
5023,135458866,49644317,1,165.516
5024,135458865,24814813,1,125.897
5025,135458850,17415835,1,178.511
5036,135458748,49669694,1,189.822
5115,135458272,17513201,1,144.528
5117,135458255,14738129,1,135.354
5122,135457760,26670020,1,77.1613
5167,135455922,17511754,1,147.037
5168,135455918,14718894,1,162.271
5173,135455198,24809919,1,83.8587
5184,135455188,24809359,1,97.6221
5189,135455183,24808058,1,113.978
5195,135455175,24807101,1,116.415
5203,135455166,24806818,1,106.403
5206,135455163,24806474,1,86.8554
5213,135455155,24805681,1,106.292
5215,135455152,24805296,1,133.381
5217,135455150,24804880,1,96.2562
5230,135455133,24803597,1,88.3866
5254,135455097,24801827,1,119.575
5264,135455085,24801588,1,144.657
5267,135455080,24801532,1,109.349
5274,135455071,24801074,1,133.009
5280,135455064,24800933,1,108.227
5283,135455048,24831205,1,90.7416
5290,135454618,22401910,1,164.072
5296,135454497,24831359,1,134.445
5298,135454486,49667192,1,113.29
5302,135454463,24789437,1,146.404
5306,135454414,24803725,1,118.644
5313,135454365,26726278,1,113.48
5322,135454066,26666769,1,142.086
5331,135452820,17504925,1,186.632
5335,135452793,49642654,1,165.566
5344,135452628,14744355,1,136.572
5348,135452530,49646548,1,174.392
5358,135452225,17409879,1,153.714
5362,135452188,17403225,1,139.18
5372,135451683,17505765,1,192.658
5373,135451679,26671262,1,115.735
5379,135451637,17411471,1,124.868
5381,135451622,24802516,1,145.994
5383,135451611,17504140,1,107.829
5391,135451360,49645451,1,167.192
5402,135451230,49733445,1,170.885
5407,135451172,17509355,1,146.644
5408,135451167,24805470,1,141.459
5418,135450667,849659,1,169.064
5438,135450646,847203,1,79.8087
5472,135450612,843116,1,136.954
5484,135450600,842132,1,178.523
5486,135450553,24781414,1,114.166
5488,135450537,26665672,1,136.419
5500,135450485,17513848,1,136.104
5503,135450481,26666048,1,150.82
5511,135450330,26662983,1,100.988
5513,135450224,24817729,1,106.898
5526,135449839,24834701,1,103.808
5530,135449790,24834150,1,136.001
5533,135449736,24781669,1,137.647
5546,135449602,859486,1,55.3344
5554,135449594,859333,1,177.847
5555,135449593,859239,1,119.007
5575,135449570,858053,1,149.378
5594,135449551,857288,1,165.376
5608,135449537,856459,1,98.3426
5624,135449508,853194,1,97.8105
5629,135449503,852707,1,122.535
5634,135449498,852482,1,143.964
5638,135449494,851819,1,95.789
5647,135449465,24809346,1,102.463
5665,135449270,7977906,1,124.594
5666,135449269,7977901,1,105.175
5673,135449262,7977342,1,172.756
5684,135449251,7976046,1,120.101
5694,135449241,7975323,1,105.799
5699,135449236,7974960,1,117.829
5704,135449230,7974630,1,86.769
5706,135449228,7974554,1,115.265
5709,135449225,7974312,1,115.359
5715,135449219,7974078,1,105.857
5736,135449197,7973166,1,140.188
5745,135449187,7972625,1,78.6023
5751,135449181,7972357,1,131.884
5759,135449173,7971705,1,116.597
5778,135449154,7970401,1,77.8854
5807,135448827,24802990,1,90.0964
5815,135448713,24782730,1,76.935
5835,135447992,7974294,1,113.746
5867,135447402,14740233,1,164.301
5886,135447128,24802683,1,146.459
5890,135447057,14730051,1,132.599
5892,135447037,14729424,1,122.617
5896,135446825,24789851,1,85.4167
5897,135446810,49678922,1,210.707
5911,135446679,17411638,1,202.337
5912,135446674,14746281,1,146.165
5917,135446632,17412416,1,139.801
5918,135446612,17412326,1,111.556
5919,135446589,24800888,1,114.363
5933,135445597,26731364,1,111.981
5938,135445462,24784271,1,94.5352
5940,135445440,863912,1,145.79
5945,135445157,49667059,1,178.015
5946,135445044,24832043,1,119.823
5956,135444909,24813889,1,108.079
5972,135444536,49645229,1,198.315
5974,135444524,17512414,1,155.322
5983,135444387,24801866,1,122.657
5986,135444340,17512950,1,112.557
6002,135444096,49642620,1,109.133
6008,135444051,49645287,1,131.145
6022,135443251,26670169,1,104.035
6029,135443163,4242991,1,122.069
6037,135443087,852448,1,89.702
6044,135443059,24803095,1,94.9929
6052,135442533,24839479,1,202.894
6070,135442099,47195329,1,146.832
6071,135442098,47195530,1,155.703
6108,135441542,24835399,1,102.092
6122,135441065,24787063,1,125.279
6134,135440879,16953215,1,100.237
6137,135440843,858096,1,124.525
6139,135440841,26662782,1,134.241
6144,135440741,24784109,1,143.068
6152,135439920,24829765,1,108.935
6153,135439919,24829753,1,140.821
6157,135439913,24829401,1,113.359
6161,135439907,24828934,1,133.679
6165,135439902,24828594,1,173.976
6170,135439896,24828152,1,81.8399
6176,135439883,24827827,1,155.939
6179,135439879,24827562,1,145.557
6180,135439878,24827559,1,126.713
6189,135439863,24826794,1,145.662
6195,135439857,24826720,1,129.136
6198,135439853,24826618,1,150.667
6199,135439852,24826614,1,160.397
6214,135439834,24825694,1,111.733
6216,135439832,24825676,1,112.07
6224,135439819,24824770,1,101.901
6225,135439818,24824754,1,139.545
6226,135439817,24824736,1,89.6183
6232,135439810,24824433,1,126.883
6233,135439809,24824410,1,82.8649
6235,135439807,24824349,1,96.1309
6236,135439806,24824328,1,99.7583
6238,135439803,24824296,1,116.947
6262,135439776,24823615,1,145.41
6266,135439772,24823583,1,105.848
6268,135439769,24823567,1,102.703
6276,135439761,24823517,1,144.692
6281,135439756,24823493,1,116.923
6286,135439751,24823473,1,96.3237
6317,135439718,24823161,1,117.08
